WARNING: Could not fetch server CONFIG
 
SET: rps=0.0 (overall: -nan) avg_msec=-nan (overall: -nan)
                                                           
SET: rps=944.2 (overall: 997.1) avg_msec=53.281 (overall: 50.124)
                                                                  
SET: rps=1000.0 (overall: 997.1) avg_msec=49.786 (overall: 50.124)
                                                                   
SET: rps=964.1 (overall: 997.1) avg_msec=51.870 (overall: 50.126)
                                                                  
SET: rps=972.0 (overall: 997.1) avg_msec=51.759 (overall: 50.129)
                                                                  
SET: rps=1000.0 (overall: 997.1) avg_msec=50.025 (overall: 50.129)
                                                                   
SET: rps=976.1 (overall: 997.0) avg_msec=51.140 (overall: 50.131)
                                                                  
SET: rps=988.0 (overall: 997.0) avg_msec=50.728 (overall: 50.131)
                                                                  
SET: rps=1015.9 (overall: 997.0) avg_msec=48.926 (overall: 50.129)
                                                                   
SET: rps=996.0 (overall: 997.0) avg_msec=50.393 (overall: 50.130)
                                                                  
SET: rps=988.0 (overall: 997.0) avg_msec=51.064 (overall: 50.131)
                                                                  
SET: rps=1043.8 (overall: 997.1) avg_msec=47.497 (overall: 50.127)
                                                                   
SET: rps=1023.9 (overall: 997.1) avg_msec=48.977 (overall: 50.125)
                                                                   
SET: rps=1068.0 (overall: 997.3) avg_msec=47.280 (overall: 50.120)
                                                                   
SET: rps=984.1 (overall: 997.2) avg_msec=50.260 (overall: 50.120)
                                                                  
SET: rps=956.2 (overall: 997.2) avg_msec=51.613 (overall: 50.123)
                                                                  
SET: rps=968.1 (overall: 997.1) avg_msec=51.772 (overall: 50.125)
                                                                  
SET: rps=984.0 (overall: 997.1) avg_msec=51.164 (overall: 50.127)
                                                                  
SET: rps=976.1 (overall: 997.1) avg_msec=50.861 (overall: 50.128)
                                                                  
SET: rps=1004.0 (overall: 997.1) avg_msec=49.931 (overall: 50.128)
                                                                   
SET: rps=984.1 (overall: 997.1) avg_msec=51.111 (overall: 50.129)
                                                                  
SET: rps=1000.0 (overall: 997.1) avg_msec=49.882 (overall: 50.129)
                                                                   
SET: rps=1004.0 (overall: 997.1) avg_msec=49.461 (overall: 50.128)
                                                                   
SET: rps=952.2 (overall: 997.0) avg_msec=52.277 (overall: 50.131)
                                                                  
SET: rps=964.0 (overall: 996.9) avg_msec=52.390 (overall: 50.135)
                                                                  
SET: rps=924.0 (overall: 996.8) avg_msec=53.918 (overall: 50.140)
                                                                  
SET: rps=944.2 (overall: 996.8) avg_msec=52.879 (overall: 50.144)
                                                                  
SET: rps=936.3 (overall: 996.7) avg_msec=53.028 (overall: 50.148)
                                                                  
SET: rps=828.7 (overall: 996.4) avg_msec=52.635 (overall: 50.152)
                                                                  
SET: rps=948.0 (overall: 996.3) avg_msec=59.863 (overall: 50.166)
                                                                  
SET: rps=1012.0 (overall: 996.3) avg_msec=49.823 (overall: 50.166)
                                                                   
SET: rps=1023.9 (overall: 996.4) avg_msec=48.488 (overall: 50.163)
                                                                   
SET: rps=984.0 (overall: 996.4) avg_msec=51.020 (overall: 50.164)
                                                                  
SET: rps=980.1 (overall: 996.3) avg_msec=50.670 (overall: 50.165)
                                                                  
SET: rps=1031.9 (overall: 996.4) avg_msec=48.833 (overall: 50.163)
                                                                   
SET: rps=1000.0 (overall: 996.4) avg_msec=49.848 (overall: 50.162)
                                                                   
SET: rps=1012.0 (overall: 996.4) avg_msec=49.346 (overall: 50.161)
                                                                   
SET: rps=1063.7 (overall: 996.5) avg_msec=47.317 (overall: 50.156)
                                                                   
SET: rps=1047.8 (overall: 996.6) avg_msec=47.490 (overall: 50.152)
                                                                   
SET: rps=1016.0 (overall: 996.6) avg_msec=48.424 (overall: 50.149)
                                                                   
SET: rps=936.0 (overall: 996.5) avg_msec=53.354 (overall: 50.154)
                                                                  
SET: rps=1019.9 (overall: 996.6) avg_msec=50.008 (overall: 50.154)
                                                                   
SET: rps=996.0 (overall: 996.6) avg_msec=49.839 (overall: 50.153)
                                                                  
SET: rps=968.1 (overall: 996.5) avg_msec=51.165 (overall: 50.155)
                                                                  
SET: rps=948.0 (overall: 996.5) avg_msec=52.954 (overall: 50.159)
                                                                  
SET: rps=940.2 (overall: 996.4) avg_msec=52.944 (overall: 50.163)
                                                                  
SET: rps=948.0 (overall: 996.3) avg_msec=52.935 (overall: 50.167)
                                                                  
SET: rps=992.0 (overall: 996.3) avg_msec=50.932 (overall: 50.168)
                                                                  
SET: rps=996.0 (overall: 996.3) avg_msec=50.037 (overall: 50.168)
                                                                  
SET: rps=952.2 (overall: 996.2) avg_msec=52.345 (overall: 50.171)
                                                                  
SET: rps=960.2 (overall: 996.2) avg_msec=51.767 (overall: 50.173)
                                                                  
SET: rps=984.1 (overall: 996.2) avg_msec=50.985 (overall: 50.175)
                                                                  
SET: rps=928.3 (overall: 996.0) avg_msec=53.325 (overall: 50.179)
                                                                  
SET: rps=976.0 (overall: 996.0) avg_msec=52.174 (overall: 50.182)
                                                                  
SET: rps=1012.0 (overall: 996.0) avg_msec=49.348 (overall: 50.181)
                                                                   
SET: rps=1007.9 (overall: 996.1) avg_msec=49.191 (overall: 50.179)
                                                                   
SET: rps=960.0 (overall: 996.0) avg_msec=52.041 (overall: 50.182)
                                                                  
SET: rps=1063.7 (overall: 996.1) avg_msec=47.606 (overall: 50.178)
                                                                   
SET: rps=1000.0 (overall: 996.1) avg_msec=49.600 (overall: 50.177)
                                                                   
SET: rps=972.1 (overall: 996.1) avg_msec=51.181 (overall: 50.178)
                                                                  
SET: rps=996.0 (overall: 996.1) avg_msec=50.443 (overall: 50.179)
                                                                  
SET: rps=1000.0 (overall: 996.1) avg_msec=50.317 (overall: 50.179)
                                                                   
SET: rps=968.1 (overall: 996.0) avg_msec=50.831 (overall: 50.180)
                                                                  
SET: rps=984.0 (overall: 996.0) avg_msec=50.498 (overall: 50.181)
                                                                  
SET: rps=1008.0 (overall: 996.0) avg_msec=50.666 (overall: 50.181)
                                                                   
SET: rps=1071.7 (overall: 996.2) avg_msec=46.802 (overall: 50.176)
                                                                   
SET: rps=1000.0 (overall: 996.2) avg_msec=49.768 (overall: 50.175)
                                                                   
SET: rps=1015.9 (overall: 996.2) avg_msec=49.093 (overall: 50.174)
                                                                   
SET: rps=1000.0 (overall: 996.2) avg_msec=49.594 (overall: 50.173)
                                                                   
SET: rps=968.0 (overall: 996.2) avg_msec=51.728 (overall: 50.175)
                                                                  
SET: rps=944.2 (overall: 996.1) avg_msec=52.949 (overall: 50.179)
                                                                  
SET: rps=1027.9 (overall: 996.1) avg_msec=49.265 (overall: 50.177)
                                                                   
SET: rps=1055.8 (overall: 996.2) avg_msec=47.017 (overall: 50.172)
                                                                   
SET: rps=1056.0 (overall: 996.3) avg_msec=47.363 (overall: 50.168)
                                                                   
SET: rps=1064.0 (overall: 996.4) avg_msec=47.166 (overall: 50.163)
                                                                   
SET: rps=920.3 (overall: 996.3) avg_msec=53.961 (overall: 50.169)
                                                                  
SET: rps=988.0 (overall: 996.3) avg_msec=50.307 (overall: 50.169)
                                                                  
SET: rps=980.0 (overall: 996.3) avg_msec=51.432 (overall: 50.171)
                                                                  
SET: rps=968.3 (overall: 996.2) avg_msec=51.075 (overall: 50.172)
                                                                  
SET: rps=1023.9 (overall: 996.3) avg_msec=49.418 (overall: 50.171)
                                                                   
SET: rps=1068.0 (overall: 996.4) avg_msec=46.678 (overall: 50.165)
                                                                   
SET: rps=1063.7 (overall: 996.5) avg_msec=47.176 (overall: 50.161)
                                                                   
SET: rps=956.2 (overall: 996.4) avg_msec=51.887 (overall: 50.163)
                                                                  
SET: rps=988.0 (overall: 996.4) avg_msec=50.752 (overall: 50.164)
                                                                  
SET: rps=1023.9 (overall: 996.4) avg_msec=49.156 (overall: 50.162)
                                                                   
SET: rps=1051.8 (overall: 996.5) avg_msec=47.418 (overall: 50.158)
                                                                   
SET: rps=1024.0 (overall: 996.5) avg_msec=48.238 (overall: 50.155)
                                                                   
SET: rps=1000.0 (overall: 996.5) avg_msec=50.220 (overall: 50.155)
                                                                   
SET: rps=1075.7 (overall: 996.7) avg_msec=46.460 (overall: 50.150)
                                                                   
SET: rps=980.0 (overall: 996.6) avg_msec=51.066 (overall: 50.151)
                                                                  
SET: rps=1035.9 (overall: 996.7) avg_msec=48.507 (overall: 50.148)
                                                                   
SET: rps=1036.0 (overall: 996.8) avg_msec=48.478 (overall: 50.146)
                                                                   
SET: rps=1000.0 (overall: 996.8) avg_msec=49.539 (overall: 50.145)
                                                                   
SET: rps=1019.9 (overall: 996.8) avg_msec=49.259 (overall: 50.144)
                                                                   
SET: rps=1052.0 (overall: 996.9) avg_msec=47.410 (overall: 50.140)
                                                                   
SET: rps=1008.0 (overall: 996.9) avg_msec=48.802 (overall: 50.138)
                                                                   
SET: rps=932.3 (overall: 996.8) avg_msec=53.580 (overall: 50.142)
                                                                  
SET: rps=964.1 (overall: 996.7) avg_msec=52.206 (overall: 50.145)
                                                                  
SET: rps=1000.0 (overall: 996.7) avg_msec=50.386 (overall: 50.146)
                                                                   
SET: rps=976.1 (overall: 996.7) avg_msec=50.945 (overall: 50.147)
                                                                  
SET: rps=1080.0 (overall: 996.8) avg_msec=47.020 (overall: 50.142)
                                                                   
SET: rps=972.1 (overall: 996.8) avg_msec=50.960 (overall: 50.143)
                                                                  
SET: rps=980.1 (overall: 996.8) avg_msec=50.696 (overall: 50.144)
                                                                  
SET: rps=976.1 (overall: 996.7) avg_msec=51.382 (overall: 50.146)
                                                                  
SET: rps=1000.0 (overall: 996.8) avg_msec=50.376 (overall: 50.146)
                                                                   
SET: rps=1067.7 (overall: 996.9) avg_msec=46.762 (overall: 50.141)
                                                                   
SET: rps=988.0 (overall: 996.8) avg_msec=49.949 (overall: 50.140)
                                                                  
SET: rps=984.0 (overall: 996.8) avg_msec=51.011 (overall: 50.142)
                                                                  
SET: rps=1012.0 (overall: 996.8) avg_msec=49.338 (overall: 50.141)
                                                                   
SET: rps=1012.0 (overall: 996.9) avg_msec=49.632 (overall: 50.140)
                                                                   
SET: rps=1035.9 (overall: 996.9) avg_msec=48.312 (overall: 50.137)
                                                                   
SET: rps=1020.0 (overall: 997.0) avg_msec=49.075 (overall: 50.136)
                                                                   
SET: rps=1008.0 (overall: 997.0) avg_msec=49.037 (overall: 50.134)
                                                                   
SET: rps=1027.9 (overall: 997.0) avg_msec=48.969 (overall: 50.132)
                                                                   
SET: rps=976.0 (overall: 997.0) avg_msec=51.838 (overall: 50.135)
                                                                  
SET: rps=1019.9 (overall: 997.0) avg_msec=48.797 (overall: 50.133)
                                                                   
SET: rps=960.2 (overall: 997.0) avg_msec=51.364 (overall: 50.134)
                                                                  
SET: rps=992.0 (overall: 997.0) avg_msec=50.948 (overall: 50.136)
                                                                  
SET: rps=1015.9 (overall: 997.0) avg_msec=49.373 (overall: 50.134)
                                                                   
SET: rps=980.0 (overall: 997.0) avg_msec=50.367 (overall: 50.135)
                                                                  
SET: rps=968.0 (overall: 996.9) avg_msec=51.860 (overall: 50.137)
                                                                  
SET: rps=976.1 (overall: 996.9) avg_msec=51.428 (overall: 50.139)
                                                                  
SET: rps=944.2 (overall: 996.8) avg_msec=52.386 (overall: 50.142)
                                                                  
SET: rps=1008.0 (overall: 996.8) avg_msec=50.057 (overall: 50.142)
                                                                   
SET: rps=1012.0 (overall: 996.9) avg_msec=48.836 (overall: 50.140)
                                                                   
SET: rps=1000.0 (overall: 996.9) avg_msec=50.612 (overall: 50.141)
                                                                   
SET: rps=1047.8 (overall: 996.9) avg_msec=47.478 (overall: 50.137)
                                                                   
SET: rps=1028.0 (overall: 997.0) avg_msec=48.781 (overall: 50.135)
                                                                   
SET: rps=956.0 (overall: 996.9) avg_msec=52.027 (overall: 50.137)
                                                                  
SET: rps=968.1 (overall: 996.9) avg_msec=51.421 (overall: 50.139)
                                                                  
SET: rps=1015.9 (overall: 996.9) avg_msec=49.277 (overall: 50.138)
                                                                   
SET: rps=976.0 (overall: 996.9) avg_msec=51.725 (overall: 50.140)
                                                                  
SET: rps=992.0 (overall: 996.9) avg_msec=50.069 (overall: 50.140)
                                                                  
SET: rps=996.0 (overall: 996.9) avg_msec=50.816 (overall: 50.141)
                                                                  
SET: rps=988.0 (overall: 996.9) avg_msec=49.913 (overall: 50.140)
                                                                  
SET: rps=968.0 (overall: 996.8) avg_msec=51.636 (overall: 50.142)
                                                                  
SET: rps=948.0 (overall: 996.7) avg_msec=52.806 (overall: 50.146)
                                                                  
SET: rps=980.1 (overall: 996.7) avg_msec=50.584 (overall: 50.146)
                                                                  
SET: rps=972.1 (overall: 996.7) avg_msec=52.026 (overall: 50.149)
                                                                  
SET: rps=1004.0 (overall: 996.7) avg_msec=49.426 (overall: 50.148)
                                                                   
SET: rps=936.3 (overall: 996.6) avg_msec=53.313 (overall: 50.152)
                                                                  
SET: rps=912.4 (overall: 996.5) avg_msec=54.606 (overall: 50.157)
                                                                  
SET: rps=916.0 (overall: 996.4) avg_msec=54.673 (overall: 50.163)
                                                                  
SET: rps=984.1 (overall: 996.4) avg_msec=51.385 (overall: 50.164)
                                                                  
SET: rps=988.0 (overall: 996.4) avg_msec=50.102 (overall: 50.164)
                                                                  
SET: rps=984.1 (overall: 996.4) avg_msec=50.422 (overall: 50.165)
                                                                  
SET: rps=976.0 (overall: 996.3) avg_msec=51.753 (overall: 50.167)
                                                                  
SET: rps=992.0 (overall: 996.3) avg_msec=50.858 (overall: 50.168)
                                                                  
SET: rps=964.3 (overall: 996.3) avg_msec=51.144 (overall: 50.169)
                                                                  
SET: rps=960.2 (overall: 996.2) avg_msec=51.962 (overall: 50.171)
                                                                  
SET: rps=1004.0 (overall: 996.2) avg_msec=50.087 (overall: 50.171)
                                                                   
SET: rps=940.2 (overall: 996.2) avg_msec=52.747 (overall: 50.174)
                                                                  
SET: rps=928.3 (overall: 996.1) avg_msec=53.938 (overall: 50.179)
                                                                  
SET: rps=952.2 (overall: 996.0) avg_msec=52.930 (overall: 50.182)
                                                                  
SET: rps=940.2 (overall: 995.9) avg_msec=52.779 (overall: 50.186)
                                                                  
SET: rps=944.0 (overall: 995.9) avg_msec=53.462 (overall: 50.190)
                                                                  
SET: rps=936.3 (overall: 995.8) avg_msec=53.236 (overall: 50.194)
                                                                  
SET: rps=928.3 (overall: 995.7) avg_msec=53.522 (overall: 50.198)
                                                                  
SET: rps=936.3 (overall: 995.6) avg_msec=53.641 (overall: 50.202)
                                                                  
SET: rps=952.0 (overall: 995.6) avg_msec=52.857 (overall: 50.205)
                                                                  
SET: rps=944.2 (overall: 995.5) avg_msec=52.421 (overall: 50.208)
                                                                  
SET: rps=964.1 (overall: 995.5) avg_msec=51.666 (overall: 50.210)
                                                                  
SET: rps=996.0 (overall: 995.5) avg_msec=50.925 (overall: 50.211)
                                                                  
SET: rps=980.1 (overall: 995.5) avg_msec=50.940 (overall: 50.212)
                                                                  
SET: rps=1028.0 (overall: 995.5) avg_msec=48.668 (overall: 50.210)
                                                                   
SET: rps=1039.8 (overall: 995.5) avg_msec=48.222 (overall: 50.207)
                                                                   
SET: rps=988.0 (overall: 995.5) avg_msec=50.199 (overall: 50.207)
                                                                  
SET: rps=1000.0 (overall: 995.5) avg_msec=50.015 (overall: 50.207)
                                                                   
SET: rps=1031.9 (overall: 995.6) avg_msec=48.600 (overall: 50.204)
                                                                   
SET: rps=1020.0 (overall: 995.6) avg_msec=48.962 (overall: 50.203)
                                                                   
SET: rps=992.0 (overall: 995.6) avg_msec=49.799 (overall: 50.202)
                                                                  
SET: rps=956.0 (overall: 995.6) avg_msec=52.698 (overall: 50.205)
                                                                  
SET: rps=1047.8 (overall: 995.6) avg_msec=48.163 (overall: 50.203)
                                                                   
SET: rps=996.0 (overall: 995.6) avg_msec=49.706 (overall: 50.202)
                                                                  
SET: rps=984.0 (overall: 995.6) avg_msec=51.163 (overall: 50.203)
                                                                  
SET: rps=1012.0 (overall: 995.6) avg_msec=49.402 (overall: 50.202)
                                                                   
SET: rps=960.0 (overall: 995.6) avg_msec=51.661 (overall: 50.204)
                                                                  
SET: rps=980.1 (overall: 995.6) avg_msec=51.205 (overall: 50.205)
                                                                  
SET: rps=980.1 (overall: 995.6) avg_msec=50.765 (overall: 50.206)
                                                                  
SET: rps=980.1 (overall: 995.5) avg_msec=51.101 (overall: 50.207)
                                                                  
SET: rps=964.0 (overall: 995.5) avg_msec=51.751 (overall: 50.209)
                                                                  
SET: rps=940.5 (overall: 995.4) avg_msec=53.173 (overall: 50.212)
                                                                  
SET: rps=968.0 (overall: 995.4) avg_msec=51.509 (overall: 50.214)
                                                                  
SET: rps=980.2 (overall: 995.4) avg_msec=51.229 (overall: 50.215)
                                                                  
SET: rps=980.0 (overall: 995.4) avg_msec=51.155 (overall: 50.217)
                                                                  
SET: rps=964.1 (overall: 995.3) avg_msec=51.892 (overall: 50.219)
                                                                  
SET: rps=1047.8 (overall: 995.4) avg_msec=47.897 (overall: 50.216)
                                                                   
SET: rps=920.0 (overall: 995.3) avg_msec=50.742 (overall: 50.216)
                                                                  
SET: rps=848.6 (overall: 995.1) avg_msec=62.405 (overall: 50.229)
                                                                  
SET: rps=956.2 (overall: 995.1) avg_msec=52.137 (overall: 50.232)
                                                                  
SET: rps=976.0 (overall: 995.0) avg_msec=51.314 (overall: 50.233)
                                                                  
SET: rps=1008.0 (overall: 995.0) avg_msec=49.715 (overall: 50.232)
                                                                   
SET: rps=1027.9 (overall: 995.1) avg_msec=48.965 (overall: 50.231)
                                                                   
SET: rps=1048.0 (overall: 995.2) avg_msec=47.120 (overall: 50.226)
                                                                   
SET: rps=944.2 (overall: 995.1) avg_msec=52.817 (overall: 50.230)
                                                                  
SET: rps=960.2 (overall: 995.0) avg_msec=51.891 (overall: 50.232)
                                                                  
SET: rps=960.2 (overall: 995.0) avg_msec=52.627 (overall: 50.234)
                                                                  
====== SET ======
  200000 requests completed in 200.99 seconds
  50 parallel clients
  512 bytes payload
  keep alive: 1
  multi-thread: no

Latency by percentile distribution:
0.000% <= 1.327 milliseconds (cumulative count 1)
50.000% <= 49.471 milliseconds (cumulative count 100762)
75.000% <= 51.007 milliseconds (cumulative count 150041)
87.500% <= 52.223 milliseconds (cumulative count 175203)
93.750% <= 53.439 milliseconds (cumulative count 187673)
96.875% <= 54.975 milliseconds (cumulative count 193771)
98.438% <= 93.375 milliseconds (cumulative count 196881)
99.219% <= 98.943 milliseconds (cumulative count 198439)
99.609% <= 101.439 milliseconds (cumulative count 199229)
99.805% <= 103.295 milliseconds (cumulative count 199621)
99.902% <= 104.895 milliseconds (cumulative count 199809)
99.951% <= 106.367 milliseconds (cumulative count 199903)
99.976% <= 108.671 milliseconds (cumulative count 199953)
99.988% <= 110.975 milliseconds (cumulative count 199976)
99.994% <= 120.575 milliseconds (cumulative count 199988)
99.997% <= 124.415 milliseconds (cumulative count 199994)
99.998% <= 139.519 milliseconds (cumulative count 199997)
99.999% <= 145.535 milliseconds (cumulative count 199999)
100.000% <= 147.583 milliseconds (cumulative count 200000)
100.000% <= 147.583 milliseconds (cumulative count 200000)

Cumulative distribution of latencies:
0.000% <= 0.103 milliseconds (cumulative count 0)
0.001% <= 1.407 milliseconds (cumulative count 1)
0.001% <= 3.103 milliseconds (cumulative count 2)
0.002% <= 4.103 milliseconds (cumulative count 3)
0.002% <= 5.103 milliseconds (cumulative count 4)
0.003% <= 6.103 milliseconds (cumulative count 5)
0.003% <= 7.103 milliseconds (cumulative count 6)
0.003% <= 8.103 milliseconds (cumulative count 7)
0.004% <= 9.103 milliseconds (cumulative count 8)
0.005% <= 11.103 milliseconds (cumulative count 9)
0.005% <= 12.103 milliseconds (cumulative count 10)
0.006% <= 13.103 milliseconds (cumulative count 11)
0.006% <= 15.103 milliseconds (cumulative count 12)
0.006% <= 16.103 milliseconds (cumulative count 13)
0.007% <= 17.103 milliseconds (cumulative count 15)
0.008% <= 18.111 milliseconds (cumulative count 16)
0.009% <= 19.103 milliseconds (cumulative count 17)
0.009% <= 20.111 milliseconds (cumulative count 18)
0.009% <= 21.103 milliseconds (cumulative count 19)
0.010% <= 22.111 milliseconds (cumulative count 20)
0.011% <= 24.111 milliseconds (cumulative count 22)
0.011% <= 25.103 milliseconds (cumulative count 23)
0.012% <= 26.111 milliseconds (cumulative count 24)
0.013% <= 27.103 milliseconds (cumulative count 25)
0.013% <= 28.111 milliseconds (cumulative count 26)
0.013% <= 29.103 milliseconds (cumulative count 27)
0.014% <= 30.111 milliseconds (cumulative count 28)
0.015% <= 31.103 milliseconds (cumulative count 29)
0.015% <= 32.111 milliseconds (cumulative count 30)
0.015% <= 33.119 milliseconds (cumulative count 31)
0.016% <= 34.111 milliseconds (cumulative count 32)
0.017% <= 35.103 milliseconds (cumulative count 33)
0.017% <= 36.127 milliseconds (cumulative count 34)
0.017% <= 37.119 milliseconds (cumulative count 35)
0.018% <= 38.111 milliseconds (cumulative count 36)
0.019% <= 39.103 milliseconds (cumulative count 38)
0.019% <= 40.127 milliseconds (cumulative count 39)
0.020% <= 41.119 milliseconds (cumulative count 40)
0.049% <= 42.111 milliseconds (cumulative count 98)
0.300% <= 43.103 milliseconds (cumulative count 601)
1.715% <= 44.127 milliseconds (cumulative count 3430)
5.231% <= 45.119 milliseconds (cumulative count 10462)
11.005% <= 46.111 milliseconds (cumulative count 22009)
19.127% <= 47.103 milliseconds (cumulative count 38254)
29.730% <= 48.127 milliseconds (cumulative count 59460)
44.617% <= 49.119 milliseconds (cumulative count 89234)
61.392% <= 50.111 milliseconds (cumulative count 122784)
76.401% <= 51.103 milliseconds (cumulative count 152803)
86.838% <= 52.127 milliseconds (cumulative count 173675)
92.636% <= 53.119 milliseconds (cumulative count 185272)
95.582% <= 54.111 milliseconds (cumulative count 191164)
97.015% <= 55.103 milliseconds (cumulative count 194030)
97.553% <= 56.127 milliseconds (cumulative count 195106)
97.746% <= 57.119 milliseconds (cumulative count 195492)
97.831% <= 58.111 milliseconds (cumulative count 195662)
97.867% <= 59.103 milliseconds (cumulative count 195735)
97.892% <= 60.127 milliseconds (cumulative count 195784)
97.906% <= 61.119 milliseconds (cumulative count 195812)
97.912% <= 62.111 milliseconds (cumulative count 195824)
97.923% <= 63.103 milliseconds (cumulative count 195846)
97.931% <= 64.127 milliseconds (cumulative count 195863)
97.948% <= 65.119 milliseconds (cumulative count 195895)
97.971% <= 66.111 milliseconds (cumulative count 195942)
97.981% <= 67.135 milliseconds (cumulative count 195963)
97.988% <= 68.159 milliseconds (cumulative count 195975)
97.995% <= 70.143 milliseconds (cumulative count 195989)
98.007% <= 71.103 milliseconds (cumulative count 196013)
98.021% <= 72.127 milliseconds (cumulative count 196043)
98.041% <= 73.151 milliseconds (cumulative count 196083)
98.082% <= 74.111 milliseconds (cumulative count 196163)
98.118% <= 75.135 milliseconds (cumulative count 196236)
98.137% <= 76.159 milliseconds (cumulative count 196274)
98.143% <= 77.119 milliseconds (cumulative count 196287)
98.145% <= 86.143 milliseconds (cumulative count 196290)
98.147% <= 87.103 milliseconds (cumulative count 196294)
98.156% <= 88.127 milliseconds (cumulative count 196312)
98.175% <= 89.151 milliseconds (cumulative count 196351)
98.203% <= 90.111 milliseconds (cumulative count 196405)
98.265% <= 91.135 milliseconds (cumulative count 196530)
98.340% <= 92.159 milliseconds (cumulative count 196679)
98.419% <= 93.119 milliseconds (cumulative count 196839)
98.504% <= 94.143 milliseconds (cumulative count 197007)
98.624% <= 95.103 milliseconds (cumulative count 197248)
98.765% <= 96.127 milliseconds (cumulative count 197531)
98.913% <= 97.151 milliseconds (cumulative count 197825)
99.082% <= 98.111 milliseconds (cumulative count 198164)
99.257% <= 99.135 milliseconds (cumulative count 198513)
99.426% <= 100.159 milliseconds (cumulative count 198852)
99.574% <= 101.119 milliseconds (cumulative count 199148)
99.698% <= 102.143 milliseconds (cumulative count 199397)
99.789% <= 103.103 milliseconds (cumulative count 199578)
99.867% <= 104.127 milliseconds (cumulative count 199733)
99.916% <= 105.151 milliseconds (cumulative count 199832)
99.944% <= 106.111 milliseconds (cumulative count 199887)
99.962% <= 107.135 milliseconds (cumulative count 199923)
99.971% <= 108.159 milliseconds (cumulative count 199942)
99.980% <= 109.119 milliseconds (cumulative count 199959)
99.984% <= 110.143 milliseconds (cumulative count 199969)
99.989% <= 111.103 milliseconds (cumulative count 199977)
99.989% <= 112.127 milliseconds (cumulative count 199979)
99.990% <= 114.111 milliseconds (cumulative count 199980)
99.990% <= 115.135 milliseconds (cumulative count 199981)
99.991% <= 117.119 milliseconds (cumulative count 199982)
99.992% <= 118.143 milliseconds (cumulative count 199983)
99.992% <= 119.103 milliseconds (cumulative count 199984)
99.992% <= 120.127 milliseconds (cumulative count 199985)
99.995% <= 121.151 milliseconds (cumulative count 199989)
99.995% <= 122.111 milliseconds (cumulative count 199990)
99.996% <= 123.135 milliseconds (cumulative count 199993)
99.997% <= 125.119 milliseconds (cumulative count 199995)
99.998% <= 129.151 milliseconds (cumulative count 199996)
99.999% <= 140.159 milliseconds (cumulative count 199998)
99.999% <= 146.175 milliseconds (cumulative count 199999)
100.000% <= 148.223 milliseconds (cumulative count 200000)

Summary:
  throughput summary: 995.08 requests per second
  latency summary (msec):
          avg       min       p50       p95       p99       max
       50.231     1.320    49.471    53.887    97.663   147.583

